-34.57527757959441,-58.35182189941407
-34.573012414637574,-58.33789346028756
-34.570747249680736,-58.32396502116105
-34.5684820847239,-58.31003658203454
-34.56621691976706,-58.29610814290803
-34.56395175481022,-58.28217970378152
-34.56168658985338,-58.268251264655014
-34.55942142489654,-58.254322825528504
-34.55744197271769,-58.240831614934706
-34.55546252053884,-58.22734040434091
-34.55348306835999,-58.21384919374711
-34.55150361618114,-58.20035798315331
-34.549524164002285,-58.18686677255951
-34.547544711823434,-58.17337556196571
-34.54556525964458,-58.159884351371915
-34.54358580746573,-58.146393140778116
-34.54160635528688,-58.13290193018432
-34.53962690310803,-58.11941071959052
-34.53764745092918,-58.10591950899672
-34.53566799875033,-58.09242829840292
-34.533688546571476,-58.07893708780912
-34.531709094392625,-58.065445877215325
-34.52972964221377,-58.051954666621526
-34.52775019003492,-58.03846345602773
-34.52577073785607,-58.02497224543393
-34.52379128567722,-58.01148103484013
-34.52181183349837,-57.99798982424633
-34.51983238131952,-57.98449861365253
-34.517852929140666,-57.971007403058735
-34.515873476961815,-57.95751619246494
-34.513894024782964,-57.94402498187114
-34.51191457260411,-57.93053377127734
-34.50993512042526,-57.91704256068354
-34.50795566824641,-57.90355135008974
-34.50597621606756,-57.890060139495944
-34.50399676388871,-57.876568928902145
-34.50201731170986,-57.86307771830835
-34.500037859531005,-57.84958650771455
-34.498058407352154,-57.83609529712075
-34.4960789551733,-57.82260408652695
-34.49409950299445,-57.80911287593315
-34.4921200508156,-57.795621665339354
-34.49014059863675,-57.782130454745555
-34.4881611464579,-57.76863924415176
-34.48618169427905,-57.75514803355796
-34.484202242100196,-57.74165682296416
-34.482222789921344,-57.72816561237036
-34.48024333774249,-57.71467440177656
-34.47826388556364,-57.701183191182764
-34.47628443338479,-57.687691980588966
-34.47430498120594,-57.67420076999517
-34.47232552902709,-57.66070955940137
-34.47034607684824,-57.64721834880757
-34.468366624669386,-57.63372713821377
-34.466387172490535,-57.62023592761997
-34.464407720311684,-57.606744717026174
-34.46242826813283,-57.593253506432376
-34.46044881595398,-57.57976229583858
-34.45846936377513,-57.56627108524478
-34.45648991159628,-57.55277987465098
-34.45451045941743,-57.53928866405718
-34.452531007238576,-57.52579745346338
-34.450551555059725,-57.512306242869585
-34.448572102880874,-57.498815032275786
-34.44659265070202,-57.48532382168199
-34.44461319852317,-57.47183261108819
-34.44263374634432,-57.45834140049439
-34.44065429416547,-57.44485018990059
-34.43867484198662,-57.43135897930679
-34.43669538980777,-57.417867768712995
-34.434715937628916,-57.404376558119196
-34.432736485450064,-57.3908853475254
-34.43075703327121,-57.3773941369316
-34.42877758109236,-57.3639029263378
-34.42679812891351,-57.350411715744
-34.42481867673466,-57.336920505150204
-34.42283922455581,-57.323429294556405
-34.42085977237696,-57.30993808396261
-34.418880320198106,-57.29644687336881
-34.416900868019255,-57.28295566277501
-34.4149214158404,-57.26946445218121
-34.41294196366155,-57.25597324158741
-34.4109625114827,-57.242482030993614
-34.40898305930385,-57.228990820399815
-34.407003607125,-57.21549960980602
-34.40502415494615,-57.20200839921222
-34.403044702767296,-57.18851718861842
-34.401065250588445,-57.17502597802462
-34.399085798409594,-57.16153476743082
-34.39710634623074,-57.148043556837024
-34.39512689405189,-57.134552346243225
-34.39314744187304,-57.12106113564943
-34.39116798969419,-57.10756992505563
-34.38918853751534,-57.09407871446183
-34.38720908533649,-57.08058750386803
-34.385229633157635,-57.06709629327423
-34.383250180978784,-57.053605082680434
-34.38127072879993,-57.040113872086636
-34.37929127662108,-57.02662266149284
-34.37731182444223,-57.01313145089904
-34.37533237226338,-56.99964024030524
-34.37335292008453,-56.98614902971144
-34.37137346790568,-56.97265781911764
-34.369394015726826,-56.959166608523844
-34.367414563547975,-56.945675397930046
-34.36543511136912,-56.93218418733625
-34.36345565919027,-56.91869297674245
-34.36147620701142,-56.90520176614865
-34.35949675483257,-56.89171055555485
-34.35751730265372,-56.87821934496105
-34.35553785047487,-56.864728134367255
-34.353558398296016,-56.851236923773456
-34.351578946117165,-56.83774571317966
-34.349599493938314,-56.82425450258586
-34.34762004175946,-56.81076329199206
-34.34564058958061,-56.79727208139826
-34.34366113740176,-56.78378087080446
-34.34168168522291,-56.770289660210665
-34.33970223304406,-56.756798449616866
-34.33772278086521,-56.74330723902307
-34.335743328686355,-56.72981602842927
-34.333763876507504,-56.71632481783547
-34.33178442432865,-56.70283360724167
-34.3298049721498,-56.689342396647874
-34.32782551997095,-56.675851186054075
-34.3258460677921,-56.66235997546028
-34.32386661561325,-56.64886876486648
-34.3218871634344,-56.63537755427268
-34.319907711255546,-56.62188634367888
-34.317928259076695,-56.60839513308508
-34.31594880689784,-56.594903922491284
-34.31396935471899,-56.581412711897485
-34.31198990254014,-56.56792150130369
-34.31001045036129,-56.55443029070989
-34.30803099818244,-56.54093908011609
-34.30605154600359,-56.52744786952229
-34.304072093824736,-56.51395665892849
-34.302092641645885,-56.500465448334694
-34.300113189467034,-56.486974237740895
-34.29813373728818,-56.4734830271471
-34.29615428510933,-56.4599918165533
-34.29417483293048,-56.4465006059595
-34.29219538075163,-56.4330093953657
-34.29021592857278,-56.4195181847719
-34.28823647639393,-56.406026974178104
-34.286257024215075,-56.392535763584306
-34.284277572036224,-56.37904455299051
-34.28229811985737,-56.36555334239671
-34.28031866767852,-56.35206213180291
-34.27833921549967,-56.33857092120911
-34.27635976332082,-56.32507971061531
-34.27438031114197,-56.311588500021514
-34.27240085896312,-56.298097289427716
-34.270421406784266,-56.28460607883392
-34.268441954605414,-56.27111486824012
